date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:55:50	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:51%20GMT	https://designertemplate.webflow.io/article/bad-design-vs-good-design-3-interesting-examples	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/article/bad-design-vs-good-design-3-interesting-examples	(from https://designertemplate.webflow.io/article/5-great-ux-tips-to-increase-your-users-retention)
11:55:52	141326/141326	---M--	200	added ('OK')	image/jpeg	etag:%22d37fc710ba8ddce8e3d7f1395b506950%22	https://assets.website-files.com/5f68b761049650bd498e2649/5f69392643405e009f1314f7_image-blog-article-05-designer-template.jpg	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b761049650bd498e2649/5f69392643405e009f1314f7_image-blog-article-05-designer-template.jpg	(from https://designertemplate.webflow.io/article/5-great-ux-tips-to-increase-your-users-retention)
11:55:52	158031/158031	---M--	200	added ('OK')	image/jpeg	etag:%223b9c6cc1751d727661fbc9c891583556%22	https://assets.website-files.com/5f68b76104965043f88e2647/5f6d1ee96b68aa36bf8d9a6d_image-blog-post-designer-template.jpg	C:/Users/joel/Desktop/web%20copier/assets.website-files.com/5f68b76104965043f88e2647/5f6d1ee96b68aa36bf8d9a6d_image-blog-post-designer-template.jpg	(from https://designertemplate.webflow.io/styleguide)
11:56:23	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:52%20GMT	https://designertemplate.webflow.io/start-here	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/start-here.html	(from https://designertemplate.webflow.io/)
11:56:24	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:53%20GMT	https://designertemplate.webflow.io/401	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/401.html	(from https://designertemplate.webflow.io/)
11:56:24	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:54%20GMT	https://designertemplate.webflow.io/changelog	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/changelog.html	(from https://designertemplate.webflow.io/)
11:56:24	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:25:55%20GMT	https://designertemplate.webflow.io/blog-category/product-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/blog-category/product-design.html	(from https://designertemplate.webflow.io/)
11:56:24	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:26:25%20GMT	https://designertemplate.webflow.io/blog-category/ui-ux-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/blog-category/ui-ux-design.4b.delayed	(from https://designertemplate.webflow.io/article/10-great-sites-to-explore-ui-design-patterns)
11:56:25	58413/58413	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Feb%202021%2006:26:25%20GMT	https://designertemplate.webflow.io/article/how-to-design-an-useful-and-intuitive-navigation	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/article/how-to-design-an-useful-and-intuitive-navigation.html	(from https://designertemplate.webflow.io/)
11:56:27	60465/60465	---M-Z	200	added ('OK')	text/html	date:Thu,%2018%20Feb%202021%2006:26:26%20GMT	https://designertemplate.webflow.io/product/macbook-pro-16-mockup	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/product/macbook-pro-16-mockup.html	(from https://designertemplate.webflow.io/products)
11:56:57	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:26:26%20GMT	https://designertemplate.webflow.io/portfolio/digital-store-mobile-app	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/portfolio/digital-store-mobile-app.html	(from https://designertemplate.webflow.io/portfolio)
11:56:57	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:26:26%20GMT	https://designertemplate.webflow.io/product/galaxy-s20-mockups	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/product/galaxy-s20-mockups.html	(from https://designertemplate.webflow.io/products)
11:56:57	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:26:26%20GMT	https://designertemplate.webflow.io/category/mockup	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/category/mockup.html	(from https://designertemplate.webflow.io/products)
11:56:58	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:26:28%20GMT	https://designertemplate.webflow.io/product/iphone-11-mockup-scene	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/product/iphone-11-mockup-scene.html	(from https://designertemplate.webflow.io/products)
11:56:58	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:26:58%20GMT	https://designertemplate.webflow.io/product/galaxy-s20-mockup-composition	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/product/galaxy-s20-mockup-composition.html	(from https://designertemplate.webflow.io/products)
11:56:58	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:26:59%20GMT	https://designertemplate.webflow.io/products?89e75952_page=1	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/products.4c1213.delayed	(from https://designertemplate.webflow.io/products?89e75952_page=2)
11:57:30	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:26:59%20GMT	https://designertemplate.webflow.io/product/asus-laptop-mockup	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/product/asus-laptop-mockup.html	(from https://designertemplate.webflow.io/products)
11:57:31	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:26:59%20GMT	https://designertemplate.webflow.io/article/bad-design-vs-good-design-3-interesting-examples	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/article/bad-design-vs-good-design-3-interesting-examples.html	(from https://designertemplate.webflow.io/article/5-great-ux-tips-to-increase-your-users-retention)
11:57:31	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:26:59%20GMT	https://designertemplate.webflow.io/blog	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/blog.html	(from https://designertemplate.webflow.io/)
11:57:31	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:26:59%20GMT	https://designertemplate.webflow.io/start-here	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/start-here.html	(from https://designertemplate.webflow.io/)
11:57:31	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:27:32%20GMT	https://designertemplate.webflow.io/401	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/401.html	(from https://designertemplate.webflow.io/)
11:57:31	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:27:32%20GMT	https://designertemplate.webflow.io/blog-category/product-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/blog-category/product-design.html	(from https://designertemplate.webflow.io/)
11:57:31	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:27:32%20GMT	https://designertemplate.webflow.io/changelog	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/changelog.html	(from https://designertemplate.webflow.io/)
11:57:31	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:27:32%20GMT	https://designertemplate.webflow.io/blog-category/web-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/blog-category/web-design.4d.delayed	(from https://designertemplate.webflow.io/article/how-to-design-an-useful-and-intuitive-navigation)
11:57:31	0/-1	---M--	504	error ('')			https://designertemplate.webflow.io/portfolio-category/ui-ux-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/portfolio-category/ui-ux-design.html	(from https://designertemplate.webflow.io/portfolio)
11:58:04	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:27:32%20GMT	https://designertemplate.webflow.io/product/galaxy-s20-mockups	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/product/galaxy-s20-mockups.html	(from https://designertemplate.webflow.io/products)
11:58:04	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:27:32%20GMT	https://designertemplate.webflow.io/product/iphone-11-mockup-scene	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/product/iphone-11-mockup-scene.html	(from https://designertemplate.webflow.io/products)
11:58:04	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:27:32%20GMT	https://designertemplate.webflow.io/portfolio/digital-store-mobile-app	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/portfolio/digital-store-mobile-app.html	(from https://designertemplate.webflow.io/portfolio)
11:58:04	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:27:33%20GMT	https://designertemplate.webflow.io/category/mockup	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/category/mockup.html	(from https://designertemplate.webflow.io/products)
11:58:05	0/-1	---M--	504	error ('')			https://designertemplate.webflow.io/blog-category/ui-ux-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/blog-category/ui-ux-design.html	(from https://designertemplate.webflow.io/article/10-great-sites-to-explore-ui-design-patterns)
11:58:05	0/-1	---M--	504	error ('')			https://designertemplate.webflow.io/portfolio-category/ui-ux-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/portfolio-category/ui-ux-design.html	(from https://designertemplate.webflow.io/portfolio)
11:58:05	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:28:05%20GMT	https://designertemplate.webflow.io/product/asus-laptop-mockup	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/product/asus-laptop-mockup.html	(from https://designertemplate.webflow.io/products)
11:58:05	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:28:05%20GMT	https://designertemplate.webflow.io/article/bad-design-vs-good-design-3-interesting-examples	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/article/bad-design-vs-good-design-3-interesting-examples.html	(from https://designertemplate.webflow.io/article/5-great-ux-tips-to-increase-your-users-retention)
11:58:05	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2018%20Feb%202021%2006:28:06%20GMT	https://designertemplate.webflow.io/product/galaxy-s20-mockup-composition	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/product/galaxy-s20-mockup-composition.html	(from https://designertemplate.webflow.io/products)
11:58:05	0/-1	---M--	504	error ('')			https://designertemplate.webflow.io/products?89e75952_page=1	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/products1213.html	(from https://designertemplate.webflow.io/products?89e75952_page=2)
11:58:05	0/-1	---M--	504	error ('')			https://designertemplate.webflow.io/blog-category/ui-ux-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/blog-category/ui-ux-design.html	(from https://designertemplate.webflow.io/article/10-great-sites-to-explore-ui-design-patterns)
11:58:05	0/-1	---M--	504	error ('')			https://designertemplate.webflow.io/blog-category/web-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/blog-category/web-design.html	(from https://designertemplate.webflow.io/article/how-to-design-an-useful-and-intuitive-navigation)
11:58:05	0/-1	---M--	504	error ('')			https://designertemplate.webflow.io/products?89e75952_page=1	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/products1213.html	(from https://designertemplate.webflow.io/products?89e75952_page=2)
11:58:05	0/-1	---M--	504	error ('')			https://designertemplate.webflow.io/blog-category/web-design	C:/Users/joel/Desktop/web%20copier/designertemplate.webflow.io/blog-category/web-design.html	(from https://designertemplate.webflow.io/article/how-to-design-an-useful-and-intuitive-navigation)
